"endorses"	"denies"
0.963597430406852	0.107066381156317
16.1670235546039	9.74304068522484
27.6231263383298	17.6659528907923
30.6209850107066	25.6959314775161
34.9036402569593	28.1584582441113
36.830835117773	29.0149892933619
38.865096359743	30.0856531049251
41.541755888651	32.5481798715203
43.4689507494647	34.475374732334
49.2505353319058	37.152034261242
55.4603854389722	38.1156316916488
59.4218415417559	39.5074946466809
60.0642398286938	39.9357601713062
