"endorses"	"denies"
0.963597430406852	0.107066381156317
28.6231263383298	18.6659528907923
30.6209850107066	24.6959314775161
36.9036402569593	28.1584582441113
39.830835117773	30.0149892933619
43.541755888651	33.5481798715203
49.2505353319058	34.152034261242
54.4218415417559	37.5074946466809
61.0642398286938	38.9357601713062
